,Education,Marital_Status,Income,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases,Age,day_engaged,cluster
547,0,1,47850.0,1,134,0,8,35,660,1
548,0,1,19514.0,2,69,2,10,47,340,1
549,0,1,27159.0,2,21,0,6,42,278,1
550,0,0,39548.0,2,54,0,7,52,276,1
551,0,0,21474.0,1,91,2,8,26,150,1
552,0,0,60504.0,1,526,0,18,44,183,1
553,0,1,22419.0,0,162,0,8,52,623,1
554,0,1,81698.0,0,1008,1,25,66,569,2
555,0,1,43462.0,2,240,0,16,63,753,1
556,0,0,54880.0,1,795,0,21,37,728,2
557,0,1,79908.0,0,1772,1,19,33,607,2
558,0,1,15315.0,0,64,0,8,45,664,1
559,0,1,87771.0,1,1957,5,20,56,589,2
560,0,1,33039.0,1,78,0,7,37,479,1
561,0,0,81741.0,0,1572,0,19,35,564,2
562,0,1,71499.0,1,795,0,26,44,555,2
563,0,1,62466.0,1,889,0,26,45,351,2
564,0,0,48799.0,1,331,0,15,52,600,1
565,0,1,52157.0,1,265,0,12,65,179,1
566,0,0,66565.0,1,1065,0,19,53,964,2
567,0,1,29298.0,2,11,0,4,64,541,1
568,0,0,47691.0,1,21,0,4,36,604,1
569,0,1,38200.0,2,17,0,4,45,903,1
570,0,1,44989.0,1,369,0,16,41,753,1
571,0,1,38443.0,2,38,0,6,47,339,1
572,0,0,38593.0,1,177,0,11,37,475,1
573,0,1,64413.0,1,279,0,12,45,723,1
574,0,1,36959.0,1,62,0,7,34,690,1
575,0,1,61996.0,1,1230,4,21,38,700,2
576,0,1,51287.0,2,182,0,11,47,362,1
577,0,1,13260.0,2,49,0,10,45,496,1
578,0,1,47472.0,2,75,0,8,49,472,1
579,0,1,54603.0,2,227,0,16,59,481,1
580,0,1,45207.0,2,215,1,15,41,812,1
581,0,1,40689.0,1,444,0,20,64,654,1
582,0,1,47821.0,2,47,0,5,48,438,1
583,0,1,27450.0,0,143,0,7,64,626,1
584,0,1,39453.0,1,55,0,7,32,303,1
585,0,1,26850.0,2,63,0,11,44,258,1
586,0,0,79800.0,0,1867,4,22,60,830,2
587,0,1,61794.0,1,611,0,20,54,474,2
588,0,1,53863.0,1,473,1,18,60,229,2
589,0,1,24221.0,0,55,0,6,56,499,1
590,0,0,39684.0,1,81,1,7,31,752,1
591,0,1,92163.0,0,2086,3,21,40,750,2
592,0,0,69882.0,0,1478,0,20,50,447,2
593,0,1,33178.0,1,49,0,5,38,336,1
594,0,1,59973.0,0,382,0,15,43,418,1
595,0,1,17459.0,1,69,1,9,40,469,1
596,0,0,23910.0,1,67,0,6,46,797,1
597,0,1,42169.0,2,30,0,6,46,439,1
598,0,1,26224.0,1,63,0,9,37,635,1
599,0,1,31089.0,1,79,0,10,34,867,1
600,0,0,30081.0,1,42,0,5,54,679,1
601,0,1,62807.0,1,819,0,23,55,853,2
602,0,0,72906.0,0,1151,0,17,60,471,2
603,0,1,61467.0,2,594,0,20,67,841,2
604,0,1,49618.0,2,129,0,11,49,705,1
605,0,0,21888.0,1,213,1,12,29,733,1
606,0,0,42429.0,1,67,0,7,42,60,1
607,0,0,26150.0,3,28,0,5,59,424,1
608,1,1,30801.0,1,45,0,6,40,797,3
609,0,1,81168.0,0,1193,1,18,50,180,2
610,0,0,26877.0,0,268,0,12,46,500,1
611,0,0,45006.0,0,266,0,12,71,532,1
612,1,1,18978.0,1,37,0,5,42,780,3
613,0,1,22574.0,3,37,0,7,48,430,1
614,0,0,48240.0,0,882,1,25,46,842,2
615,0,1,45837.0,2,373,0,18,41,524,1
616,0,0,35791.0,3,35,0,6,50,575,1
617,0,1,162397.0,2,107,0,1,39,666,1
618,0,0,54162.0,2,42,0,5,37,654,1
619,0,1,30522.0,1,326,0,17,55,867,1
620,0,1,54456.0,1,404,0,17,54,420,1
621,0,0,31632.0,0,95,0,6,44,536,1
622,0,0,72298.0,0,939,2,14,66,90,2
623,0,0,36975.0,1,33,0,5,37,369,1
624,0,1,72635.0,0,981,1,21,60,666,2
625,0,1,13624.0,1,36,0,7,39,711,1
626,0,0,84196.0,1,1237,0,20,40,666,2
627,0,1,70971.0,1,1825,1,34,55,832,2
628,0,0,34487.0,2,103,0,9,38,936,1
629,0,0,28769.0,1,191,0,12,38,744,1
630,0,1,69084.0,1,1586,0,25,45,408,2
631,0,1,65488.0,0,963,0,14,57,202,2
632,0,1,62466.0,1,889,0,26,45,351,2
633,0,0,32218.0,0,93,2,7,55,320,1
634,0,0,83917.0,0,1587,1,21,42,623,2
635,0,0,46102.0,3,16,0,4,53,90,1
636,0,0,84574.0,0,1375,0,32,63,635,2
637,0,1,56181.0,1,393,0,14,53,518,1
638,0,0,63120.0,1,1477,1,26,65,825,2
639,0,1,73691.0,1,1179,1,18,44,569,2
640,0,1,63381.0,1,1005,0,26,55,966,2
641,0,1,76140.0,0,1348,0,21,67,233,2
642,0,0,62859.0,1,1307,0,23,56,732,2
643,0,0,45906.0,1,486,1,15,51,545,1
644,0,1,77632.0,0,2252,3,13,68,455,2
645,0,1,46463.0,2,235,0,17,44,501,1
646,0,1,105471.0,0,1724,3,30,45,710,2
647,0,0,55282.0,1,235,0,11,45,384,1
648,0,1,78710.0,1,1092,0,28,38,223,2
649,0,1,66886.0,1,599,0,17,57,472,2
650,0,0,98777.0,0,2008,1,19,55,318,2
651,0,1,29103.0,1,48,0,6,30,857,1
652,0,1,67445.0,1,1174,0,32,41,754,2
653,0,1,50616.0,1,67,0,7,65,263,1
654,0,0,49431.0,1,365,0,15,60,1029,1
655,0,0,153924.0,0,6,0,0,40,183,2
656,0,1,61278.0,1,165,0,10,62,275,1
657,0,1,26490.0,0,210,0,11,57,831,1
658,0,1,73059.0,1,1095,0,26,68,488,2
659,0,0,46734.0,3,223,1,12,49,437,1
660,0,1,56253.0,1,597,0,22,52,903,2
661,0,1,19986.0,1,22,0,4,30,413,1
662,0,0,58330.0,1,1064,0,24,40,372,2
663,1,1,25965.0,0,74,0,6,35,906,3
664,0,1,14661.0,0,26,0,5,59,730,1
665,0,1,18690.0,0,60,0,5,56,734,1
666,0,1,45068.0,1,20,0,4,41,595,1
667,1,0,21063.0,1,59,0,7,28,463,3
668,0,1,29187.0,1,34,0,5,47,483,1
669,0,1,54690.0,2,198,0,12,44,539,1
670,0,1,59304.0,1,1048,0,28,51,521,2
671,0,0,59247.0,2,574,0,21,53,508,1
672,0,0,66731.0,1,1029,0,17,45,753,2
673,0,1,77353.0,1,670,0,20,35,381,2
674,0,0,52614.0,1,990,0,16,40,1085,2
675,0,1,26751.0,2,11,0,4,41,224,1
676,0,1,81300.0,1,1241,2,21,52,793,2
677,0,0,70337.0,0,576,0,17,36,334,2
678,0,1,36145.0,1,172,2,12,30,564,1
679,0,0,65295.0,0,664,0,20,35,374,2
680,0,0,68118.0,1,928,0,23,52,440,2
681,0,0,68743.0,0,2074,0,30,48,854,2
682,0,1,41039.0,0,467,0,15,33,525,1
683,0,1,38946.0,1,257,0,12,60,434,1
684,0,1,65777.0,0,1146,0,17,48,378,2
685,0,0,66476.0,1,689,0,20,39,547,2
686,0,0,86857.0,0,2114,1,22,43,753,2
687,0,1,160803.0,0,1717,0,44,33,998,2
688,0,1,77845.0,0,1346,2,21,26,230,2
689,0,1,69476.0,0,1044,0,15,46,458,2
690,0,0,50611.0,1,493,2,22,55,996,2
691,0,0,61209.0,0,957,0,13,45,494,2
692,0,1,42315.0,1,270,0,12,57,390,1
693,1,1,13084.0,0,29,0,5,63,689,3
694,0,0,47570.0,2,121,1,9,66,582,1
695,0,1,61923.0,2,126,0,8,54,524,1
696,0,0,34824.0,0,23,0,4,20,281,1
697,0,0,26518.0,2,57,1,8,66,515,1
698,0,0,45938.0,0,636,0,20,54,661,2
699,0,1,78468.0,0,1004,1,28,55,119,2
700,0,0,78901.0,1,734,0,20,42,471,2
701,0,1,71427.0,2,614,0,20,37,29,1
702,0,0,71022.0,1,1453,1,21,37,60,2
703,0,0,90247.0,0,1621,4,15,27,247,2
704,0,0,41335.0,1,187,0,12,47,371,1
705,0,1,71952.0,1,1443,2,22,29,457,2
706,0,0,35682.0,1,57,0,6,45,188,1
707,0,0,43185.0,1,637,0,20,64,454,2
708,0,1,66375.0,1,948,1,14,67,406,2
709,0,1,35178.0,1,59,2,5,44,457,1
710,0,1,25252.0,1,18,0,4,29,390,1
711,0,0,55250.0,1,903,0,26,50,802,2
712,0,0,33249.0,1,112,0,8,40,680,1
713,0,1,58398.0,0,596,0,20,62,597,2
714,0,1,50272.0,1,233,0,13,33,542,1
715,0,1,76618.0,0,1511,0,11,40,903,2
716,0,0,87305.0,0,1152,2,17,55,830,2
717,0,1,25851.0,1,48,0,7,37,425,1
718,0,0,58710.0,1,1185,0,31,45,641,2
719,0,0,45160.0,2,21,0,4,57,278,1
720,0,1,74806.0,1,965,0,16,50,743,2
721,0,1,59111.0,0,869,0,21,61,695,2
722,0,1,18988.0,1,16,0,6,31,223,1
723,0,1,72190.0,0,1947,0,16,50,687,2
724,0,1,7500.0,1,71,2,12,39,1089,1
725,0,1,44794.0,1,65,0,6,49,148,1
726,0,1,80395.0,0,1380,1,24,60,404,2
727,0,0,75012.0,0,1027,0,23,39,341,2
728,0,1,56962.0,3,411,0,21,50,417,1
729,0,1,89891.0,0,836,1,26,24,626,2
730,0,0,35946.0,2,11,0,4,66,461,1
731,0,1,53593.0,2,480,0,23,62,907,1
732,0,1,66373.0,2,606,0,23,37,391,1
733,0,0,45072.0,3,284,0,16,67,442,1
734,0,0,89694.0,2,1472,3,14,42,478,2
735,0,1,72025.0,0,1677,4,26,66,247,2
736,0,1,67432.0,1,1335,0,19,42,643,2
737,0,1,70545.0,1,334,0,13,63,301,1
738,1,1,17487.0,1,18,0,4,26,654,3
739,0,1,62882.0,1,1338,0,20,46,845,2
740,0,0,64108.0,1,1099,0,30,62,649,2
741,0,1,34941.0,2,97,0,8,59,577,1
742,0,0,48767.0,3,63,0,9,65,365,1
743,0,1,38702.0,1,109,0,9,37,723,1
744,0,1,82224.0,0,902,1,21,51,341,2
745,0,1,83844.0,0,1574,1,20,63,392,2
746,0,1,17003.0,1,38,0,9,40,476,1
747,0,0,71163.0,0,960,0,24,20,120,2
748,0,0,33697.0,1,28,1,4,45,473,1
749,0,1,63564.0,0,1215,2,28,61,337,2
750,0,1,83443.0,0,1497,0,22,43,366,2
751,0,1,51518.0,1,449,0,17,57,662,1
752,0,0,58330.0,1,1064,0,24,40,372,2
753,0,1,80952.0,0,1757,4,25,46,672,2
754,0,1,75507.0,0,1440,0,21,36,330,2
755,0,1,63855.0,0,1006,0,24,37,486,2
756,0,1,62220.0,1,1226,1,23,43,784,2
757,0,1,58512.0,1,1171,0,20,51,469,2
758,0,1,40662.0,1,92,0,8,36,657,1
759,0,1,38829.0,1,99,0,8,56,211,1
760,0,1,35523.0,1,66,0,8,34,662,1
761,0,0,79146.0,2,564,0,19,48,252,1
762,0,1,78285.0,0,1427,0,21,27,430,2
763,0,0,31626.0,1,86,2,6,37,453,1
764,0,0,75127.0,0,833,0,19,63,224,2
765,0,1,48726.0,1,242,0,12,60,614,1
766,0,1,74985.0,0,1869,0,17,38,783,2
767,0,1,67430.0,0,1364,0,29,28,967,2
768,0,1,46891.0,1,183,0,8,50,722,1
769,0,1,62058.0,1,450,0,18,59,585,2
770,0,1,72063.0,1,758,0,21,36,665,2
771,0,1,78939.0,0,1507,0,20,64,385,2
772,0,0,42720.0,2,654,1,25,50,617,2
773,0,1,33622.0,2,81,0,9,43,628,1
774,0,1,6835.0,1,137,0,1,58,872,1
775,0,1,41452.0,2,16,0,4,62,577,1
776,0,0,40760.0,1,93,0,8,50,489,1
777,0,1,74250.0,0,1158,0,18,57,340,2
778,0,0,51124.0,2,43,0,6,60,379,1
779,0,0,72258.0,1,1525,0,22,44,388,2
780,0,0,71466.0,0,1230,0,19,41,242,2
781,0,1,36283.0,2,29,0,6,39,262,1
782,0,0,20587.0,1,25,0,5,45,57,1
783,0,1,30467.0,1,24,0,4,43,288,1
784,0,1,31590.0,1,38,0,5,43,562,1
785,1,1,20425.0,1,57,0,7,29,794,3
786,0,1,17144.0,2,47,0,12,55,320,1
787,0,0,42564.0,1,813,2,24,47,699,2
788,0,1,43783.0,1,629,1,22,37,217,2
789,0,0,40780.0,1,377,0,17,39,875,1
790,0,1,62847.0,0,1612,0,14,70,716,2
791,0,1,82017.0,0,729,4,17,58,904,2
792,0,0,16813.0,0,50,1,6,65,531,1
793,0,1,51267.0,2,270,0,15,37,429,1
794,0,0,46524.0,1,177,0,9,54,607,1
795,0,0,45183.0,0,315,1,13,53,711,2
796,0,1,70421.0,1,767,0,23,61,187,2
797,0,0,60161.0,1,1071,0,26,50,800,2
798,0,1,73926.0,0,1580,0,24,42,697,2
799,0,1,19329.0,1,60,0,10,47,383,1
800,0,1,61872.0,1,573,0,21,45,384,2
801,0,0,46984.0,2,41,0,5,59,646,1
802,0,1,34838.0,2,170,0,10,64,712,1
803,0,0,82716.0,0,1167,0,28,71,600,2
804,0,1,48192.0,0,1526,4,25,57,576,2
805,0,1,49681.0,2,458,0,21,39,630,1
806,0,1,56850.0,1,63,0,6,44,284,1
807,0,1,55267.0,1,405,0,17,58,437,1
808,0,1,59666.0,2,1027,1,20,43,650,2
809,0,0,72504.0,1,1478,0,22,43,576,2
810,0,1,26872.0,0,72,0,5,34,442,1
811,0,0,21359.0,1,48,1,7,43,621,1
812,0,0,73170.0,0,726,0,16,40,215,2
813,0,1,52750.0,1,860,0,27,60,639,2
814,0,1,91820.0,0,1497,0,22,29,404,2
815,0,1,65968.0,1,495,0,18,45,27,1
816,0,1,30772.0,2,20,0,4,39,29,1
817,0,0,22507.0,0,570,0,19,61,768,2
818,0,1,65685.0,1,769,0,21,43,278,2
819,0,1,25804.0,1,55,0,7,37,722,1
820,0,0,76412.0,0,1808,3,18,35,606,2
821,0,1,22063.0,1,55,0,7,43,511,1
822,0,0,57091.0,0,577,2,18,54,200,2
823,0,1,22419.0,0,162,0,8,52,623,1
824,0,1,87771.0,1,1957,5,20,56,589,2
825,0,0,78353.0,1,1576,0,24,56,625,2
826,0,1,93404.0,3,1616,2,17,61,545,2
827,0,0,37859.0,3,36,0,6,53,396,1
828,0,0,80995.0,1,1482,0,22,57,422,2
829,0,1,16529.0,1,22,0,5,31,363,1
830,0,0,55412.0,2,63,0,6,39,405,1
831,0,0,48789.0,0,680,0,18,23,814,2
832,0,1,56575.0,2,542,0,20,48,606,1
833,0,1,25130.0,1,50,0,7,35,690,1
834,0,1,35441.0,2,39,0,6,48,686,1
835,0,1,71391.0,1,1043,0,28,59,643,2
836,0,0,49494.0,1,385,0,14,43,616,1
837,0,0,81702.0,0,1633,0,27,35,830,2
838,0,0,45889.0,1,46,0,5,35,693,1
839,0,0,56628.0,1,761,1,20,38,286,2
840,0,1,34026.0,2,76,0,9,65,603,1
841,0,1,40049.0,1,290,0,14,41,763,1
842,0,0,34176.0,1,89,0,11,27,27,1
843,0,1,19419.0,1,70,0,11,34,812,1
844,0,1,82504.0,0,1066,0,17,55,523,2
845,0,1,81205.0,0,2009,4,19,45,353,2
846,0,0,61618.0,0,1345,0,19,24,824,2
847,0,0,55284.0,1,764,0,23,59,738,2
848,0,0,49980.0,1,195,0,11,52,435,1
849,0,1,15072.0,2,53,0,11,35,453,1
850,0,0,49166.0,1,368,0,13,41,567,1
851,0,1,65324.0,1,544,0,20,61,61,2
852,0,1,82347.0,0,1853,2,25,58,934,2
853,0,1,30843.0,2,35,1,6,49,220,1
854,0,1,46374.0,1,446,3,18,41,290,2
855,0,0,60474.0,1,1180,0,31,36,727,2
856,0,1,38576.0,1,41,0,5,42,273,1
857,0,1,55357.0,2,727,0,22,30,681,1
858,0,1,37758.0,2,40,0,6,49,996,1
859,0,1,85710.0,0,1062,1,26,26,606,2
860,0,1,23228.0,1,40,0,7,46,340,1
861,0,1,44602.0,2,292,0,17,46,320,1
862,0,1,7500.0,0,15,0,4,28,487,1
863,0,1,38683.0,1,341,0,17,26,996,1
864,0,0,49514.0,1,369,0,13,40,380,1
865,0,1,57906.0,1,401,0,17,42,421,1
866,0,0,43456.0,1,393,0,17,49,646,1
867,0,0,19485.0,2,10,0,4,29,464,1
868,0,1,53172.0,1,486,0,16,37,575,1
869,0,1,30545.0,1,69,0,7,36,806,1
870,0,1,70123.0,0,1727,2,17,32,460,2
871,0,0,62450.0,1,995,1,16,56,214,2
872,0,1,21675.0,1,45,0,10,39,56,1
873,0,0,42395.0,2,182,0,12,34,272,1
874,0,1,61346.0,1,989,0,23,37,570,2
875,0,1,80812.0,0,1677,3,18,62,471,2
876,0,0,42835.0,2,595,0,23,44,550,1
877,0,1,39922.0,1,156,0,9,32,686,1
878,0,0,86424.0,0,1226,0,28,59,242,2
879,0,1,17117.0,1,128,0,11,37,714,1
880,0,0,24762.0,1,86,2,9,43,91,1
881,0,1,35797.0,1,68,0,7,40,807,1
882,0,0,36627.0,2,16,0,4,40,527,1
883,0,1,51111.0,2,55,0,7,34,196,1
884,0,0,86857.0,0,2114,1,22,43,753,2
885,0,1,82072.0,0,2018,0,19,45,693,2
886,0,0,46231.0,3,263,0,15,62,766,1
887,0,1,42243.0,2,55,0,7,56,415,1
888,0,1,51195.0,2,564,0,24,53,727,1
889,0,0,68092.0,0,1281,0,20,37,381,2
890,0,1,31814.0,1,83,1,7,42,486,1
891,0,0,51390.0,2,353,0,18,50,875,1
892,0,1,76630.0,0,1003,0,25,32,352,2
893,1,0,26868.0,1,14,0,4,24,246,3
894,0,0,48948.0,0,902,2,24,72,729,2
895,0,0,55260.0,1,1139,0,25,43,750,2
896,0,1,64090.0,1,797,1,20,59,542,2
897,0,0,78331.0,1,1638,0,25,57,343,2
898,0,1,37087.0,1,401,0,17,41,419,1
899,0,0,21846.0,1,84,0,11,29,436,1
900,0,1,81320.0,0,928,0,18,57,578,2
901,0,0,54137.0,1,203,0,11,45,503,1
902,0,1,66825.0,0,858,0,16,48,536,2
903,0,1,57100.0,0,409,0,13,42,629,1
904,0,1,58917.0,3,282,0,16,46,648,1
905,0,0,85072.0,0,1423,0,18,38,119,2
906,0,0,86429.0,0,1449,2,18,54,406,2
907,0,0,45684.0,1,28,0,4,44,688,1
908,0,1,47889.0,1,67,0,6,41,275,1
909,0,1,45921.0,0,199,0,10,29,90,1
910,0,0,78420.0,0,1453,0,22,49,551,2
911,0,1,75114.0,0,1253,0,19,23,539,2
912,0,0,52278.0,1,1198,1,31,52,706,2
913,0,1,35641.0,1,178,1,10,43,536,1
914,0,0,95529.0,0,1990,2,18,21,1025,2
915,0,1,62820.0,0,976,0,14,61,422,2
916,0,1,73113.0,0,1001,0,15,55,371,2
917,0,1,84169.0,0,1919,3,20,33,542,2
918,0,0,42607.0,1,350,0,14,61,410,1
919,0,0,74637.0,0,1650,1,25,61,593,2
920,0,1,46015.0,2,46,2,5,60,263,1
921,0,0,72354.0,0,1228,0,19,22,624,2
922,0,0,39858.0,1,95,1,7,46,707,1
923,0,1,34469.0,2,62,0,9,67,271,1
924,0,1,83033.0,1,1761,1,26,29,228,2
925,0,1,24401.0,0,467,0,16,36,853,1
926,0,1,77583.0,0,1149,1,19,37,91,2
927,0,0,74116.0,0,2052,1,19,33,367,2
928,0,0,74293.0,0,1127,0,16,22,271,2
929,0,1,68397.0,1,1416,0,21,39,410,2
930,0,1,79632.0,0,1113,0,20,41,150,2
931,0,0,46107.0,1,125,0,7,26,91,1
932,0,0,64950.0,1,966,1,25,64,754,2
933,1,1,25443.0,1,32,0,5,26,740,3
934,0,0,75127.0,0,833,0,19,63,224,2
935,0,1,32892.0,1,46,0,8,44,221,1
936,0,1,71796.0,0,960,0,17,44,434,2
937,0,1,67536.0,1,1829,1,30,45,589,2
938,0,0,55239.0,1,779,0,26,44,536,2
939,0,0,60554.0,1,811,0,23,40,480,2
940,0,0,64831.0,2,1120,0,22,63,452,2
941,0,1,56067.0,1,725,0,20,53,530,2
942,0,0,82025.0,0,1187,2,12,32,583,2
943,0,1,94384.0,0,2302,4,18,62,638,2
944,1,0,14906.0,0,66,0,9,29,740,3
945,0,1,51563.0,0,1250,2,19,28,1087,2
946,0,1,57937.0,1,683,0,20,33,319,1
947,0,0,68274.0,2,305,0,13,36,458,1
948,0,1,39771.0,1,50,0,6,38,568,1
949,0,0,67893.0,1,995,0,16,40,1087,2
950,0,1,27922.0,1,41,0,6,36,88,1
951,0,1,52190.0,2,77,1,9,39,149,1
952,0,0,44051.0,2,171,1,12,42,702,1
953,0,0,42767.0,2,131,0,7,44,422,1
954,0,1,46106.0,2,54,0,5,39,57,1
955,0,1,16927.0,2,53,0,12,39,456,1
956,0,1,59754.0,1,475,1,16,50,1085,2
957,0,0,53700.0,1,694,0,22,63,867,2
958,0,1,59041.0,2,96,0,8,42,180,1
959,0,0,54237.0,1,361,0,16,58,614,1
960,0,0,70647.0,1,1079,0,26,48,832,2
961,0,0,52597.0,1,578,0,20,53,180,1
962,0,1,41021.0,1,64,1,7,46,732,1
963,0,1,40233.0,1,149,0,13,40,444,1
964,0,1,50183.0,2,231,0,17,35,190,1
965,0,1,54753.0,1,728,0,21,56,388,2
966,0,1,92955.0,0,1778,3,23,42,500,2
967,0,1,33471.0,1,93,0,10,42,752,1
968,0,1,34596.0,1,23,1,4,41,628,1
969,0,1,44010.0,1,662,0,24,35,810,2
970,0,1,84219.0,0,1198,0,18,27,333,2
971,0,1,40706.0,3,81,0,11,47,714,1
972,0,1,15716.0,1,92,0,10,27,751,1
973,0,0,59052.0,1,491,0,18,56,410,1
974,0,1,80573.0,0,1564,0,24,44,809,2
975,0,1,83715.0,0,926,0,24,53,305,2
976,0,1,82576.0,0,1910,1,19,56,1089,2
977,0,1,56962.0,3,411,0,21,50,417,1
978,0,1,35704.0,2,94,0,9,63,306,1
979,0,1,53103.0,1,1085,1,28,61,388,2
980,0,0,46779.0,2,23,0,4,55,390,1
981,0,0,4861.0,0,6,0,0,50,193,1
982,0,0,33462.0,1,54,0,6,36,542,1
983,0,0,63693.0,1,1150,0,29,37,444,2
984,0,1,80763.0,0,1415,3,23,65,504,2
985,0,1,65352.0,1,405,0,16,41,498,1
986,0,1,82170.0,0,1908,0,19,37,402,2
987,0,1,75759.0,0,2486,4,26,46,433,2
988,0,0,79689.0,0,1315,0,27,39,392,2
989,0,0,35340.0,2,45,0,7,59,186,1
990,0,0,85683.0,0,1789,5,17,61,286,2
991,0,1,24884.0,1,19,0,4,43,763,1
992,0,1,42021.0,1,573,1,22,34,853,2
993,0,0,64449.0,1,805,0,24,26,317,2
994,0,0,64587.0,2,108,0,8,61,193,1
995,0,0,34824.0,0,23,0,4,20,281,1
996,0,1,75437.0,0,1493,1,23,37,477,2
997,0,1,26091.0,2,89,0,9,58,310,1
998,0,1,52845.0,1,936,1,25,42,506,2
999,0,0,46086.0,1,343,0,16,59,661,1
1000,0,0,78028.0,1,528,3,20,59,814,2
1001,0,0,95169.0,0,1901,3,12,28,478,2
1002,0,1,56337.0,2,724,3,22,34,645,2
1003,0,1,22434.0,1,58,0,7,28,687,1
1004,0,1,36930.0,1,297,0,16,61,594,1
1005,0,0,36130.0,1,488,2,21,61,698,2
1006,0,1,65569.0,1,859,0,23,62,965,2
1007,0,1,83844.0,0,1574,1,20,63,392,2
1008,0,1,19514.0,2,69,1,10,47,340,1
1009,0,0,36736.0,2,17,0,4,52,453,1
1010,0,1,77568.0,1,2194,3,21,36,859,2
1011,0,1,49187.0,1,116,0,8,39,61,1
1012,0,0,30168.0,1,279,0,18,37,547,1
1013,0,1,34053.0,1,103,0,7,47,814,1
1014,0,1,38196.0,2,44,0,9,44,258,1
1015,0,1,59412.0,0,406,0,15,64,257,2
1016,0,1,70924.0,0,1363,1,20,50,181,2
1017,0,1,54165.0,0,236,0,11,46,583,1
1018,0,1,32300.0,1,39,0,5,42,671,1
1019,0,0,20180.0,0,137,0,8,39,680,1
1020,0,1,34961.0,1,79,0,10,42,196,1
1021,0,1,28440.0,1,63,0,6,41,543,1
1022,0,1,64504.0,3,1314,1,25,62,638,2
1023,0,1,33564.0,1,71,0,6,49,191,1
1024,0,1,17345.0,1,58,0,7,37,1026,1
1025,0,1,56320.0,1,702,0,21,48,515,2
1026,0,0,28647.0,1,94,2,7,37,498,1
1027,1,0,15038.0,1,80,0,7,28,702,3
1028,0,0,32173.0,1,22,0,5,57,723,1
1029,0,1,68316.0,1,1211,0,32,51,995,2
1030,0,1,74538.0,0,1461,2,22,44,551,2
1031,0,0,91700.0,0,1968,1,20,44,714,2
1032,0,1,68695.0,0,1091,0,16,46,190,2
1033,0,1,31056.0,1,55,0,5,38,709,1
1034,0,1,79593.0,0,1366,1,19,42,27,2
1035,0,0,28071.0,0,313,0,13,35,855,1
1036,0,1,37334.0,2,62,0,11,57,309,1
1037,0,0,46423.0,2,92,0,9,43,470,1
1038,0,1,37126.0,1,72,2,6,44,277,1
1039,0,1,47703.0,1,655,0,21,62,582,2
1040,0,1,61180.0,1,704,1,18,56,253,2
1041,0,1,38998.0,2,54,0,8,61,1026,1
1042,0,0,8028.0,0,178,0,16,24,835,1
1043,0,1,76081.0,0,1033,1,14,53,223,2
1044,0,1,34728.0,1,36,1,5,29,520,1
1045,0,0,33168.0,1,122,0,10,50,810,1
1046,0,1,33585.0,1,122,0,7,49,463,1
1047,0,1,77037.0,1,1123,0,27,55,445,2
1048,0,1,35196.0,1,497,1,18,31,779,1
1049,0,1,44529.0,1,691,1,25,49,604,2
1050,0,1,70924.0,0,1363,1,20,50,181,2
1051,0,1,28764.0,2,12,1,4,49,240,1
1052,0,1,69098.0,0,2440,0,25,66,684,2
1053,0,0,25959.0,2,56,1,7,45,686,1
1054,0,1,27100.0,1,37,0,5,32,607,1
1055,0,0,70596.0,0,968,0,21,30,966,2
1056,0,1,42557.0,1,270,0,15,41,855,1
1057,0,1,53312.0,0,278,0,12,64,480,1
1058,0,0,72228.0,0,1250,0,22,63,765,2
1059,0,1,67605.0,0,938,0,17,28,641,2
1060,0,1,62845.0,2,1178,1,28,66,1087,2
1061,0,1,65196.0,2,1155,1,26,57,525,2
1062,0,0,42000.0,0,653,1,20,28,457,2
1063,0,0,35860.0,2,49,1,6,42,227,1
1064,0,1,65526.0,1,506,0,17,51,58,1
1065,0,1,16860.0,2,38,0,8,54,753,1
1066,0,0,83528.0,0,1650,3,23,23,361,2
1067,0,0,64176.0,1,1826,0,33,50,1029,2
1068,0,0,22304.0,0,18,0,4,59,998,1
1069,0,1,67023.0,0,906,0,24,37,273,2
1070,0,1,32892.0,1,46,0,8,44,221,1
1071,0,1,70713.0,1,1477,0,25,49,1025,2
1072,0,1,59925.0,1,766,0,23,60,762,2
1073,0,1,39722.0,1,47,0,7,62,311,1
1074,0,1,46610.0,0,467,0,14,57,532,1
1075,0,1,88347.0,0,2116,1,21,54,665,2
1076,0,1,87171.0,0,1298,2,25,34,726,2
1077,0,1,26907.0,2,22,0,6,39,499,1
1078,0,0,50014.0,1,396,0,15,47,344,1
1079,0,1,41014.0,1,20,0,4,37,619,1
1080,0,0,66294.0,0,967,0,13,50,290,2
1081,0,1,36715.0,1,357,1,19,44,775,1
1082,0,1,79456.0,0,1401,1,16,59,862,2
1083,0,1,40479.0,1,15,0,4,33,502,1
1084,0,0,75345.0,0,2087,2,20,45,698,2
1085,0,1,54233.0,1,981,0,26,38,639,2
1086,0,0,24163.0,2,17,0,6,45,387,1
1087,0,1,84460.0,0,523,5,22,57,640,2
1088,0,1,43776.0,1,23,0,4,32,302,1
1089,0,0,71691.0,0,1192,1,17,57,290,2
1090,0,1,85844.0,0,1958,1,20,42,217,2
1091,0,0,39190.0,1,133,0,9,41,250,1
1092,0,1,71367.0,0,777,0,17,56,496,2
1093,0,0,38578.0,2,73,0,9,43,558,1
