,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases
409,9973,1963,Graduation,relationship,50437.0,0,2,17-10-2012,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,2,490,0,19
410,7301,1982,2n Cycle,Single,23616.0,1,0,17-11-2012,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,1,79,1,8
411,10882,1976,Graduation,relationship,53858.0,0,1,09-11-2012,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,1,915,0,17
412,7030,1955,PhD,relationship,66465.0,0,1,30-03-2013,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,1,1485,1,35
413,7422,1987,Graduation,Single,46923.0,1,0,22-08-2012,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,1,369,0,16
414,3523,1962,Graduation,relationship,75072.0,0,1,23-01-2013,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,1,1073,0,19
415,7106,1943,PhD,relationship,75865.0,0,0,31-03-2014,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,0,1242,0,19
416,6504,1975,2n Cycle,relationship,19789.0,1,0,20-11-2013,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,1,78,1,9
417,5067,1994,Graduation,relationship,80134.0,0,0,14-02-2014,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,0,1378,4,21
418,4216,1981,Graduation,Single,91065.0,0,0,22-02-2013,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,0,1474,3,26
419,8581,1971,Master,relationship,49505.0,1,1,05-03-2013,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,2,751,0,29
420,5929,1973,PhD,relationship,37401.0,1,0,06-05-2014,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,1,48,0,7
421,3129,1983,Graduation,relationship,30096.0,1,0,22-05-2014,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,1,45,0,6
422,6528,1982,Master,relationship,18492.0,1,0,05-06-2014,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,1,10,0,4
423,1361,1974,Master,relationship,82584.0,0,0,04-06-2013,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,0,1435,3,16
424,6932,1941,PhD,relationship,93027.0,0,0,13-04-2013,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,0,2119,1,22
425,7284,1953,Graduation,relationship,48686.0,1,2,04-12-2013,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,3,20,0,4
426,1340,1986,Graduation,relationship,92910.0,0,0,24-04-2014,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,0,1795,3,27
427,8746,1989,Graduation,relationship,75433.0,1,0,05-04-2014,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,1,1188,2,19
428,5987,1989,2n Cycle,relationship,10404.0,1,0,04-05-2014,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,1,43,0,7
429,3767,1968,Graduation,relationship,61314.0,0,1,25-04-2013,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,1,1008,0,24
430,3725,1961,PhD,Single,84865.0,0,0,09-05-2013,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,0,1688,5,16
431,4324,1989,Graduation,relationship,42387.0,1,0,29-10-2012,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,1,684,0,21
432,238,1967,2n Cycle,relationship,67309.0,1,1,23-01-2013,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,2,1082,0,39
433,6694,1964,Graduation,relationship,75236.0,0,1,25-11-2013,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,1,1068,0,25
434,498,1970,Graduation,Single,30015.0,1,0,02-02-2014,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,1,57,0,7
435,9347,1956,Master,relationship,50943.0,0,1,21-06-2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,1,46,0,5
436,9699,1966,Graduation,Single,67272.0,0,1,21-12-2013,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,1,733,0,23
437,10664,1949,Master,Single,51529.0,0,1,07-09-2013,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,1,467,0,17
438,5455,1971,PhD,relationship,32011.0,1,0,22-08-2013,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,1,122,0,10
439,456,1986,2n Cycle,relationship,7500.0,1,0,07-02-2013,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,1,36,0,7
440,5012,1989,Graduation,relationship,28691.0,1,0,04-07-2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,1,34,0,5
441,7495,1948,PhD,relationship,56223.0,0,1,20-12-2013,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,1,156,0,10
442,5029,1946,Graduation,relationship,18100.0,0,0,06-08-2013,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,0,14,0,4
443,10642,1989,Graduation,Single,30279.0,1,0,30-12-2012,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,1,37,0,5
444,2106,1974,2n Cycle,relationship,20130.0,0,0,17-03-2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,0,34,0,5
445,10364,1959,Graduation,Single,23295.0,0,0,13-07-2013,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,0,20,0,4
446,5954,1972,Master,Single,42618.0,1,0,09-10-2013,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,1,192,0,11
447,1137,1964,Graduation,Single,81246.0,0,0,29-12-2013,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,0,1379,2,17
448,2541,1976,Graduation,relationship,24027.0,1,0,09-06-2013,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,1,48,0,7
449,1142,1953,PhD,relationship,55707.0,0,1,22-12-2013,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,1,428,0,16
450,2276,1955,Graduation,Single,57959.0,0,1,02-05-2013,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,1,868,0,27
451,2807,1969,Graduation,relationship,56796.0,0,1,16-02-2013,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,1,1001,0,27
452,6471,1971,Master,Single,36230.0,1,0,17-10-2013,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,1,59,0,7
453,6131,1980,2n Cycle,relationship,70829.0,1,1,01-12-2013,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,2,431,0,16
454,6233,1976,Graduation,relationship,65991.0,0,1,07-09-2012,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,1,971,0,27
455,4148,1972,Graduation,relationship,38988.0,1,2,20-08-2012,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,3,348,0,19
456,4947,1966,2n Cycle,Single,89572.0,0,0,15-09-2012,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,0,2059,3,24
457,3225,1984,Master,relationship,42207.0,1,0,01-04-2013,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,1,265,2,14
458,7540,1952,Graduation,relationship,50300.0,0,1,25-05-2014,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,1,270,0,13
459,10648,1982,2n Cycle,relationship,66664.0,0,0,25-09-2012,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,0,1289,0,19
460,1992,1964,Graduation,relationship,60597.0,0,1,01-01-2014,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,1,893,2,16
461,7851,1949,Graduation,Single,70165.0,0,0,22-09-2013,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,0,926,0,22
462,8594,1958,PhD,Single,50520.0,0,1,28-01-2014,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,1,135,0,9
463,7059,1963,Graduation,relationship,80124.0,0,0,26-06-2014,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,0,1495,1,19
464,2815,1975,Graduation,relationship,33183.0,1,0,24-02-2014,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,1,120,0,9
465,2416,1969,PhD,Single,66582.0,0,0,03-03-2014,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,0,1288,0,20
466,7999,1955,PhD,relationship,75261.0,0,0,23-04-2013,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,0,1743,3,17
467,9213,1970,Graduation,Single,31880.0,1,0,31-10-2012,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,1,15,0,4
468,9697,1951,Graduation,relationship,53790.0,0,2,06-03-2014,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,2,542,0,20
469,3916,1971,PhD,relationship,49269.0,1,0,15-08-2012,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,1,890,0,25
470,2021,1975,Graduation,relationship,61456.0,0,1,27-03-2013,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,1,1388,0,33
471,1581,1980,Graduation,relationship,37406.0,1,0,10-10-2013,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,1,17,1,4
472,564,1981,PhD,relationship,56937.0,1,0,04-08-2012,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,1,906,2,30
473,6619,1978,Graduation,relationship,38415.0,1,1,02-01-2013,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,2,44,0,6
474,9081,1988,Graduation,Single,20518.0,1,0,18-05-2014,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,1,25,0,5
475,178,1956,Graduation,relationship,62503.0,0,1,18-02-2013,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,1,973,0,26
476,916,1972,PhD,Single,41644.0,1,1,09-05-2014,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,2,31,0,6
477,5512,1977,Master,relationship,55842.0,0,1,23-05-2014,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,1,518,0,17
478,8970,1972,PhD,relationship,62010.0,0,1,23-10-2012,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,1,530,0,19
479,10581,1977,Graduation,relationship,41124.0,1,0,31-10-2012,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,1,506,0,21
480,5300,1973,Master,relationship,38961.0,1,0,30-12-2013,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,1,70,0,6
481,5154,1972,Master,Single,37760.0,1,0,11-08-2013,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,1,54,0,6
482,8346,1974,Graduation,Single,32233.0,1,0,19-08-2012,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,1,296,2,12
483,1676,1975,Graduation,relationship,43057.0,0,1,30-10-2013,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,1,266,0,15
484,9286,1960,Master,relationship,83151.0,0,0,10-10-2012,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,0,747,0,19
485,2426,1964,PhD,Single,78825.0,0,0,14-09-2012,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,0,895,1,29
486,5172,1976,Master,relationship,65104.0,0,1,14-11-2013,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,1,1053,0,17
487,5562,1974,Graduation,relationship,60093.0,0,1,26-06-2013,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,1,735,0,21
488,3436,1969,Graduation,relationship,14045.0,1,0,26-01-2014,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,1,20,0,5
489,3921,1952,2n Cycle,Single,28457.0,0,0,28-10-2012,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,0,205,0,10
490,3403,1958,PhD,relationship,78952.0,0,1,24-09-2012,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,1,2092,0,21
491,22,1976,Graduation,Single,46310.0,1,0,03-12-2012,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,1,309,0,14
492,10965,1955,Graduation,relationship,76005.0,0,0,22-02-2013,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,0,1722,1,22
493,9426,1964,Master,Single,58308.0,0,1,12-01-2013,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,1,900,0,15
494,6605,1944,PhD,Single,55614.0,0,0,27-11-2013,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,0,682,1,20
495,3136,1962,Master,Single,59432.0,0,1,13-04-2013,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,1,663,0,22
496,8737,1978,Graduation,Single,55563.0,0,1,05-04-2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,1,43,0,6
497,11088,1971,PhD,relationship,78642.0,0,1,21-04-2013,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,1,1816,0,18
498,716,1949,PhD,relationship,67911.0,0,1,22-05-2014,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,1,976,0,27
499,466,1944,Graduation,relationship,65275.0,0,0,03-04-2013,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,0,746,0,21
500,9135,1950,Graduation,relationship,27203.0,1,1,06-08-2012,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,2,64,0,6
501,10623,1961,Master,relationship,48330.0,0,1,15-11-2013,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,1,32,0,5
502,8151,1990,Basic,relationship,24279.0,0,0,29-12-2012,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,0,263,0,9
503,5140,1985,PhD,relationship,64355.0,1,0,24-08-2012,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,1,1445,0,21
504,10160,1956,Master,relationship,50943.0,0,1,21-06-2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,1,46,0,5
505,4945,1953,Graduation,Single,53653.0,0,0,07-11-2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,0,1210,0,28
506,10584,1976,Graduation,relationship,65665.0,0,1,02-12-2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,1,945,0,24
507,6071,1989,Graduation,Single,81217.0,0,0,19-07-2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,0,1157,0,22
508,3386,1992,Graduation,relationship,34935.0,0,0,21-06-2013,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,0,137,0,8
509,8939,1959,Graduation,Single,61250.0,0,1,16-12-2012,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,1,730,0,25
510,9925,1981,PhD,relationship,39665.0,1,0,25-05-2013,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,1,216,1,12
511,4320,1979,Graduation,Single,60152.0,0,1,28-03-2013,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,1,943,0,23
512,5389,1964,Graduation,relationship,48920.0,0,2,20-10-2013,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,2,347,1,16
513,6036,1959,Master,relationship,89120.0,0,0,17-03-2014,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,0,1924,1,19
514,182,1946,PhD,relationship,44124.0,0,1,11-05-2013,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,1,397,0,17
515,203,1975,Master,Single,81169.0,0,0,14-04-2013,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,0,2089,0,22
516,11025,1961,Graduation,relationship,36443.0,1,1,03-02-2013,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,2,138,0,11
517,10203,1990,Graduation,Single,26095.0,1,0,30-06-2013,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,1,42,0,5
518,4607,1959,Graduation,relationship,71367.0,0,0,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,0,777,0,17
519,3711,1944,Master,relationship,80184.0,0,0,01-03-2014,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,0,1902,2,20
520,3696,1965,Graduation,Single,30630.0,1,1,27-01-2014,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,2,52,0,7
521,2532,1987,Master,Single,73454.0,0,0,01-03-2014,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,0,1651,1,13
522,9214,1991,Graduation,relationship,42691.0,0,0,16-08-2013,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,0,358,0,13
523,4943,1953,Graduation,relationship,70503.0,0,0,30-09-2012,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,0,1727,2,16
524,35,1987,Graduation,relationship,25545.0,1,0,08-09-2012,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,1,210,1,10
525,2258,1986,Graduation,relationship,32880.0,1,0,04-12-2012,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,1,42,0,5
526,4322,1958,PhD,relationship,77863.0,0,0,27-11-2013,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,0,1291,0,20
527,713,1977,Master,relationship,50353.0,0,0,08-06-2014,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,0,442,0,15
528,4702,1964,Graduation,Single,61839.0,0,0,12-08-2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,0,1895,0,17
529,3281,1960,PhD,relationship,49154.0,1,1,03-11-2013,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,2,411,0,19
530,702,1975,2n Cycle,Single,47682.0,0,1,15-02-2013,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,1,521,0,19
531,2004,1969,Graduation,Single,72679.0,0,1,18-09-2013,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,1,1168,0,17
532,4769,1977,Master,relationship,57954.0,1,1,18-06-2014,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,2,493,1,23
533,4437,1962,Graduation,relationship,65316.0,1,1,24-04-2013,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,2,260,0,12
534,8724,1982,Graduation,Single,28567.0,1,0,17-06-2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,1,46,0,7
535,10741,1951,Master,relationship,47352.0,0,1,11-04-2013,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,1,319,0,16
536,1991,1967,Graduation,relationship,44931.0,0,1,18-01-2014,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,1,96,0,7
537,6931,1967,Graduation,Single,76982.0,0,0,15-02-2014,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,0,1062,2,16
538,11096,1952,2n Cycle,relationship,57247.0,0,1,08-08-2013,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,1,232,0,12
539,304,1981,Master,Single,22944.0,1,0,23-12-2013,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,1,76,0,9
540,3665,1977,2n Cycle,relationship,25315.0,1,0,07-11-2013,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,1,54,0,9
541,10591,1969,Graduation,Single,43638.0,0,1,06-08-2012,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,1,201,0,11
542,5036,1984,PhD,Single,42710.0,1,0,28-11-2012,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,1,406,0,14
543,5547,1982,PhD,relationship,84169.0,0,0,07-08-2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,0,1919,3,20
544,7822,1976,Graduation,relationship,54058.0,0,1,04-06-2013,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,1,662,0,20
545,8541,1990,2n Cycle,relationship,24683.0,1,0,08-03-2014,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,1,41,0,8
546,10955,1964,Graduation,Single,85620.0,0,0,07-01-2014,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,0,1600,1,14
547,4368,1980,Graduation,relationship,47850.0,1,0,03-12-2013,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,1,134,0,8
548,9671,1968,Graduation,relationship,19514.0,1,1,26-01-2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,2,69,2,10
549,2256,1973,Master,relationship,27159.0,1,1,29-03-2014,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,2,21,0,6
550,4279,1963,2n Cycle,Single,39548.0,1,1,31-03-2014,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,2,54,0,7
551,5371,1989,Graduation,Single,21474.0,1,0,08-04-2014,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,1,91,2,8
552,9240,1971,PhD,Single,60504.0,0,1,07-02-2014,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,1,526,0,18
553,9460,1963,Graduation,relationship,22419.0,0,0,18-04-2013,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,0,162,0,8
554,9504,1949,Master,relationship,81698.0,0,0,06-11-2013,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,0,1008,1,25
555,8692,1952,Graduation,relationship,43462.0,1,1,12-09-2012,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,2,240,0,16
556,448,1978,PhD,Single,54880.0,1,0,01-03-2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,1,795,0,21
557,8314,1982,Graduation,relationship,79908.0,0,0,05-04-2013,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,0,1772,1,19
558,8420,1970,2n Cycle,relationship,15315.0,0,0,03-08-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,0,64,0,8
559,3174,1959,Graduation,relationship,87771.0,0,1,22-05-2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,1,1957,5,20
560,7685,1978,Graduation,relationship,33039.0,1,0,09-09-2013,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,1,78,0,7
561,3179,1980,Graduation,Single,81741.0,0,0,16-06-2013,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,0,1572,0,19
562,9780,1971,Master,relationship,71499.0,0,1,25-06-2013,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,1,795,0,26
563,10681,1970,2n Cycle,relationship,62466.0,0,1,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,1,889,0,26
564,10232,1963,PhD,Single,48799.0,0,1,05-11-2013,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,1,331,0,15
565,4184,1950,PhD,relationship,52157.0,0,1,07-06-2014,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,1,265,0,12
566,9120,1962,Graduation,Single,66565.0,0,1,05-12-2012,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,1,1065,0,19
567,891,1951,Master,relationship,29298.0,1,1,07-09-2013,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,2,11,0,4
568,10381,1979,Graduation,Single,47691.0,0,1,05-07-2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,1,21,0,4
569,3525,1970,Graduation,relationship,38200.0,1,1,07-12-2012,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,17,0,4
570,6818,1974,Graduation,relationship,44989.0,0,1,12-09-2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,1,369,0,16
571,3526,1968,PhD,relationship,38443.0,1,1,27-01-2014,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,2,38,0,6
572,8181,1978,2n Cycle,Single,38593.0,1,0,13-09-2013,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,1,177,0,11
573,1029,1970,PhD,relationship,64413.0,0,1,01-08-2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,1,279,0,12
574,7369,1981,Master,relationship,36959.0,1,0,02-10-2013,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,1,62,0,7
575,2574,1977,PhD,relationship,61996.0,0,1,31-01-2013,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,1,1230,4,21
576,8159,1968,Graduation,relationship,51287.0,1,1,01-04-2014,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,2,182,0,11
577,1160,1970,Graduation,relationship,13260.0,1,1,23-08-2013,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,2,49,0,10
578,10242,1966,PhD,relationship,47472.0,1,1,16-09-2013,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,2,75,0,8
579,5253,1956,Master,relationship,54603.0,1,1,09-07-2013,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,2,227,0,16
580,5966,1974,PhD,relationship,45207.0,1,1,10-11-2012,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,2,215,1,15
581,5314,1951,Graduation,relationship,40689.0,0,1,18-03-2013,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,1,444,0,20
582,5081,1967,2n Cycle,relationship,47821.0,1,1,20-10-2013,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,2,47,0,5
583,5123,1951,Master,relationship,27450.0,0,0,15-04-2013,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,0,143,0,7
